year,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Premise,Total Incidents
2015,7/2/15,3:51:00,3CF,3600 FALLS RD,ROBBERY - COMMERCIAL,I,FIREARM,531,NORTHERN,Hampden,"(39.3312400000, -76.6349800000)",CONVENIENCE STORE,1
2015,7/2/15,5:00:00,3EO,5100 YORK RD,ROBBERY - COMMERCIAL,O,OTHER,524,NORTHERN,Winston-Govans,"(39.3502300000, -76.6096700000)",GAS STATION,1
2015,7/2/15,5:58:00,3AF,2900 OAKLEY AVE,ROBBERY - STREET,O,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3486900000, -76.6690700000)",STREET,1
2015,7/2/15,12:15:00,3K,2800 RIGGS AVE,ROBBERY - RESIDENCE,I,,721,SOUTHWESTERN,Mosher,"(39.3002900000, -76.6638400000)",ROW/TOWNHOUSE-OCC,1
2015,7/2/15,18:54:00,3CF,2200 PENNSYLVANIA AVE,ROBBERY - COMMERCIAL,I,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3079700000, -76.6400500000)",BARBER/BEAUTY SHOP,1
2015,7/2/15,23:49:00,3AF,700 E 36TH ST,ROBBERY - STREET,O,FIREARM,543,NORTHERN,Waverly,"(39.3320300000, -76.6041700000)",STREET,1
2015,7/1/15,14:55:00,3AF,2600 MILES AVE,ROBBERY - STREET,O,FIREARM,511,NORTHERN,Remington,"(39.3186200000, -76.6220400000)",STREET,1
2015,7/1/15,15:20:00,3AK,1800 ARUNAH AVE,ROBBERY - STREET,O,KNIFE,722,WESTERN,Harlem Park,"(39.2958300000, -76.6464700000)",STREET,1
2015,7/1/15,16:06:00,3M,5700 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,,632,NORTHWESTERN,Glen,"(39.3498800000, -76.6933300000)",BANK/FINANCIAL INST,1
2015,7/1/15,16:32:00,3BJ,1000 N MOUNT ST,ROBBERY - CARJACKING,O,,743,WESTERN,Sandtown-Winchester,"(39.3003500000, -76.6444800000)",STREET,1
2015,7/1/15,0:30:00,3AF,2300 PINEWOOD AVE,ROBBERY - STREET,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3661000000, -76.5667600000)",STREET,1
2015,7/1/15,0:59:00,3AJF,1900 E FEDERAL ST,ROBBERY - CARJACKING,O,FIREARM,331,EASTERN,Broadway East,"(39.3087200000, -76.5911000000)",STREET,1
2015,7/1/15,1:25:00,3AF,2200 E MONUMENT ST,ROBBERY - STREET,O,FIREARM,321,EASTERN,Middle East,"(39.2987000000, -76.5865500000)",STREET,1
2015,7/1/15,1:30:00,3AF,200 BEALE CT,ROBBERY - STREET,I,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2937300000, -76.5956100000)",PUBLIC HOUSING,1
2015,7/1/15,1:58:00,3CF,1600 PENNSYLVANIA AVE,ROBBERY - COMMERCIAL,I,FIREARM,123,CENTRAL,Upton,"(39.3032900000, -76.6342900000)",OTHER - INSIDE,1
2015,7/1/15,4:15:00,3B,2800 HARGROVE ALY,ROBBERY - STREET,O,,512,NORTHERN,Charles Village,"(39.3221900000, -76.6151200000)",STREET,1
2015,7/1/15,5:58:00,3K,4900 GREENSPRING AVE,ROBBERY - RESIDENCE,I,,532,NORTHERN,Cylburn,"(39.3494000000, -76.6593600000)",ROW/TOWNHOUSE-OCC,1
2015,7/1/15,6:10:00,3CF,2000 MARYLAND AVE,ROBBERY - COMMERCIAL,I,FIREARM,514,NORTHERN,Charles North,"(39.3124300000, -76.6180300000)",FAST FOOD,1
2015,7/1/15,8:00:00,3P,2400 W BELVEDERE AVE,ROBBERY - STREET,I,,532,NORTHERN,Levindale,"(39.3544800000, -76.6623700000)",HOSP/NURS. HOME,1
2015,7/1/15,8:20:00,3AF,1700 W LAFAYETTE AVE,ROBBERY - STREET,O,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.2988700000, -76.6444800000)",STREET,1
2015,7/1/15,17:37:00,3B,6500 REISTERSTOWN RD,ROBBERY - STREET,O,,631,NORTHWESTERN,Reisterstown Station,"(39.3566200000, -76.7031600000)",PARKING LOT-OUTSIDE,1
2015,7/1/15,19:43:00,3CF,500 ENSOR ST,ROBBERY - COMMERCIAL,I,FIREARM,312,EASTERN,Oldtown,"(39.2959400000, -76.6053700000)",OTHER - INSIDE,1
2015,7/1/15,19:43:00,3CF,500 ENSOR ST,ROBBERY - COMMERCIAL,I,FIREARM,312,EASTERN,Oldtown,"(39.2959400000, -76.6053700000)",OTHER - INSIDE,1
2015,7/1/15,19:43:00,3CF,500 ENSOR ST,ROBBERY - COMMERCIAL,I,FIREARM,312,EASTERN,Oldtown,"(39.2959400000, -76.6053700000)",OTHER - INSIDE,1
2015,7/1/15,20:30:00,3B,4100 EIERMAN AVE,ROBBERY - STREET,I,,422,NORTHEASTERN,Arcadia,"(39.3296800000, -76.5655000000)",RESTAURANT,1
2015,7/1/15,21:15:00,3B,1300 E BELVEDERE AVE,ROBBERY - STREET,O,,414,NORTHEASTERN,Ramblewood,"(39.3607900000, -76.5917300000)",BUS. PARK LOT-OUTSIDE,1
2015,6/30/15,1:00:00,3AF,2300 CEDLEY ST,ROBBERY - STREET,O,FIREARM,921,SOUTHERN,Westport,"(39.2622800000, -76.6325300000)",STREET,1
2015,6/30/15,1:30:00,3AF,3400 WOODBROOK AVE,ROBBERY - STREET,O,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3177900000, -76.6502600000)",STREET,1
2015,6/30/15,2:00:00,3B,3200 GREENMOUNT AVE,ROBBERY - STREET,O,,513,NORTHERN,Abell,"(39.3273100000, -76.6094500000)",STREET,1
2015,6/30/15,2:27:00,3AF,1600 RAMBLEWOOD RD,ROBBERY - STREET,O,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3603800000, -76.5852800000)",ALLEY,1
2015,6/30/15,2:58:00,3CF,700 E 25TH ST,ROBBERY - COMMERCIAL,I,FIREARM,342,NORTHEASTERN,East Baltimore Midway,"(39.3183000000, -76.6036600000)",CONVENIENCE STORE,1
2015,6/30/15,3:38:00,3AF,900 E 22ND ST,ROBBERY - STREET,O,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3141600000, -76.6053900000)",STREET,1
2015,6/30/15,13:00:00,3CF,3700 EDMONDSON AVE,ROBBERY - COMMERCIAL,I,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2938100000, -76.6785600000)",BARBER/BEAUTY SHOP,1
2015,6/30/15,14:45:00,3CK,300 GRUNDY ST,ROBBERY - COMMERCIAL,I,KNIFE,231,SOUTHEASTERN,Highlandtown,"(39.2885100000, -76.5635000000)",OTHER - INSIDE,1
2015,6/30/15,16:37:00,3CF,5300 YORK RD,ROBBERY - COMMERCIAL,I,FIREARM,523,NORTHERN,Homeland,"(39.3550800000, -76.6099100000)",WHOLESALE/DISC. STOR,1
2015,6/30/15,22:00:00,3EO,400 W MULBERRY ST,ROBBERY - COMMERCIAL,O,OTHER,111,CENTRAL,Downtown,"(39.2938100000, -76.6220600000)",GAS STATION,1
2015,6/30/15,22:50:00,3AF,400 S FREMONT AVE,ROBBERY - STREET,O,FIREARM,941,SOUTHERN,Ridgely's Delight,"(39.2842500000, -76.6262600000)",PARKING LOT-OUTSIDE,1
2015,6/30/15,23:00:00,3AK,1000 E BELVEDERE AVE,ROBBERY - STREET,O,KNIFE,523,NORTHERN,Cameron Village,"(39.3599100000, -76.5998200000)",STREET,1
2015,6/30/15,23:00:00,3AK,1000 E BELVEDERE AVE,ROBBERY - STREET,O,KNIFE,523,NORTHERN,Cameron Village,"(39.3599100000, -76.5998200000)",STREET,1
2015,6/30/15,23:56:00,3B,5400 YORK RD,ROBBERY - STREET,O,,523,NORTHERN,Mid-Govans,"(39.3561500000, -76.6098600000)",STREET,1
2015,6/29/15,0:12:00,3B,100 COMMERCE ST,ROBBERY - STREET,O,,112,CENTRAL,Inner Harbor,"(39.2876400000, -76.6101100000)",STADIUM,1
2015,6/29/15,0:40:00,3B,1500 PARK AVE,ROBBERY - STREET,O,,132,CENTRAL,Bolton Hill,"(39.3077500000, -76.6251600000)",STREET,1
2015,6/29/15,0:50:00,3AF,900 PENNSYLVANIA AVE,ROBBERY - STREET,O,FIREARM,121,CENTRAL,Heritage Crossing,"(39.2969900000, -76.6265200000)",STREET,1
2015,6/29/15,0:55:00,3AF,1000 WATSON ST,ROBBERY - STREET,O,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2899900000, -76.6027200000)",STREET,1
2015,6/29/15,1:20:00,3AF,4400 PARK HEIGHTS AVE,ROBBERY - STREET,O,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3397200000, -76.6665600000)",STREET,1
2015,6/29/15,23:30:00,3AF,400 W LEXINGTON ST,ROBBERY - STREET,O,FIREARM,111,CENTRAL,Downtown,"(39.2913100000, -76.6101000000)",PARKING LOT-OUTSIDE,1
2015,6/29/15,1:45:00,3AF,1100 WOODBOURNE AVE,ROBBERY - STREET,O,FIREARM,523,NORTHERN,Cameron Village,"(39.3543200000, -76.5993200000)",STREET,1
2015,6/29/15,2:00:00,3CF,AV & REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3415600000, -76.6758100000)",RESTAURANT,1
2015,6/29/15,2:00:00,3K,2800 HOLLINS FERRY RD,ROBBERY - RESIDENCE,I,,923,SOUTHERN,Lakeland,"(39.2564400000, -76.6454500000)",ROW/TOWNHOUSE-OCC,1
2015,6/29/15,2:02:00,3AF,1800 EDMONDSON AVE,ROBBERY - STREET,O,FIREARM,722,WESTERN,Harlem Park,"(39.2952200000, -76.6460700000)",STREET,1
2015,6/29/15,2:10:00,3AF,1200 WOODBOURNE AVE,ROBBERY - STREET,O,FIREARM,523,NORTHERN,Cameron Village,"(39.3541200000, -76.5978700000)",STREET,1
2015,6/29/15,2:30:00,3B,700 N COLLINGTON AVE,ROBBERY - STREET,O,,321,EASTERN,Middle East,"(39.2991300000, -76.5867200000)",STREET,1
2015,6/29/15,4:30:00,3AF,1200 LAFAYETTE AVE,ROBBERY - STREET,O,FIREARM,343,EASTERN,Oliver,"(39.3103800000, -76.6024600000)",STREET,1
2015,6/29/15,6:10:00,3AO,800 E PATAPSCO AVE,ROBBERY - STREET,I,OTHER,912,SOUTHERN,Fairfield Area,"(39.2352100000, -76.5986600000)",VACANT LOT/WOODS,1
2015,6/29/15,6:20:00,3B,800 CEDARCROFT RD,ROBBERY - STREET,O,,522,NORTHERN,Lake Walker,"(39.3688700000, -76.6047900000)",STREET,1
2015,6/29/15,6:20:00,3B,800 CEDARCROFT RD,ROBBERY - STREET,O,,522,NORTHERN,Lake Walker,"(39.3688700000, -76.6047900000)",STREET,1
2015,6/29/15,11:40:00,3H,400 E PRATT ST,ROBBERY - COMMERCIAL,I,,112,CENTRAL,Inner Harbor,"(39.2866800000, -76.6098000000)",OTHER - INSIDE,1
2015,6/29/15,12:30:00,3B,1200 W PRATT ST,ROBBERY - STREET,O,,931,SOUTHERN,Hollins Market,"(39.2856700000, -76.6366700000)",STREET,1
2015,6/29/15,15:24:00,3AF,5700 CARTER AVE,ROBBERY - STREET,O,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3502000000, -76.5531500000)",STREET,1
2015,6/29/15,19:47:00,3AK,1200 N FRANKLINTOWN RD,ROBBERY - STREET,O,KNIFE,821,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.2998600000, -76.6707500000)",PARK,1
2015,6/29/15,20:30:00,3AJF,1900 ARGONNE DR,ROBBERY - CARJACKING,O,FIREARM,421,NORTHEASTERN,Morgan State University,"(39.3404700000, -76.5825800000)",STREET,1
2015,6/29/15,21:55:00,3CK,2000 WALBROOK AVE,ROBBERY - COMMERCIAL,I,KNIFE,731,WESTERN,Mondawmin,"(39.3108300000, -76.6500300000)",CONVENIENCE STORE,1
2015,6/29/15,23:00:00,3JF,500 E PRESTON ST,ROBBERY - RESIDENCE,I,FIREARM,311,EASTERN,Johnston Square,"(39.3047500000, -76.6092100000)",ROW/TOWNHOUSE-OCC,1
2015,6/29/15,23:03:00,3AO,200 W COLD SPRING LN,ROBBERY - STREET,O,OTHER,541,NORTHERN,Evergreen,"(39.3450300000, -76.6268500000)",STREET,1
2015,6/29/15,23:03:00,3AO,200 W COLD SPRING LN,ROBBERY - STREET,O,OTHER,541,NORTHERN,Evergreen,"(39.3450300000, -76.6268500000)",STREET,1
2015,6/29/15,23:15:00,3AF,200 N BELNORD AVE,ROBBERY - STREET,O,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2951500000, -76.5785500000)",STREET,1
2015,6/29/15,23:20:00,3AF,400 E 30TH ST,ROBBERY - STREET,O,FIREARM,513,NORTHERN,Abell,"(39.3247600000, -76.6107600000)",STREET,1
2015,6/28/15,3:30:00,3AK,5200 EASTBURY AVE,ROBBERY - STREET,O,KNIFE,443,NORTHEASTERN,Frankford,"(39.3221000000, -76.5509800000)",PARKING LOT-OUTSIDE,1
2015,6/28/15,4:46:00,3CF,6200 BELAIR RD,ROBBERY - COMMERCIAL,I,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3507900000, -76.5352400000)",CONVENIENCE STORE,1
2015,6/28/15,5:25:00,3P,1500 RUSSELL ST,ROBBERY - STREET,I,,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2740800000, -76.6276900000)",OTHER - INSIDE,1
2015,6/28/15,6:39:00,3CF,6300 EASTERN AVE,ROBBERY - COMMERCIAL,I,FIREARM,241,SOUTHEASTERN,Bayview,"(39.2877500000, -76.5399000000)",CONVENIENCE STORE,1
2015,6/28/15,9:03:00,3B,1100 N FULTON AVE,ROBBERY - STREET,O,,743,WESTERN,Sandtown-Winchester,"(39.3011100000, -76.6460200000)",STREET,1
2015,6/28/15,9:57:00,3AK,2600 REISTERSTOWN RD,ROBBERY - STREET,O,KNIFE,731,WESTERN,Mondawmin,"(39.3175000000, -76.6516200000)",SUBWAY,1
2015,6/28/15,10:30:00,3AJF,2900 HAMILTON AVE,ROBBERY - CARJACKING,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3532900000, -76.5626900000)",STREET,1
2015,6/28/15,12:00:00,3B,5200 YORK RD,ROBBERY - STREET,O,,521,NORTHERN,York-Homeland,"(39.3520700000, -76.6098000000)",STREET,1
2015,6/28/15,13:12:00,3CK,2500 N CHARLES ST,ROBBERY - COMMERCIAL,I,KNIFE,512,NORTHERN,Charles Village,"(39.3181900000, -76.6170600000)",DRUG STORE / MED  BLDG,1
2015,5/30/15,6:10:00,3AF,,ROBBERY - STREET,O,FIREARM,812,SOUTHWESTERN,,,STREET,1
2015,6/28/15,16:56:00,3CF,5300 YORK RD,ROBBERY - COMMERCIAL,I,FIREARM,523,NORTHERN,Homeland,"(39.3551800000, -76.6099200000)",SPECIALTY STORE,1
2015,6/28/15,17:03:00,3CF,3400 WILKENS AVE,ROBBERY - COMMERCIAL,I,FIREARM,832,SOUTHWESTERN,Saint Agnes,"(39.2726700000, -76.6749700000)",CONVENIENCE STORE,1
2015,6/28/15,18:40:00,3CK,4400 HARFORD RD,ROBBERY - COMMERCIAL,O,KNIFE,422,NORTHEASTERN,Beverly Hills,"(39.3397000000, -76.5726000000)",PARKING LOT-OUTSIDE,1
2015,6/28/15,18:45:00,3AF,6600 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3575600000, -76.7043900000)",PARKING LOT-OUTSIDE,1
2015,6/28/15,19:30:00,3AK,0 ELLICOTT DY,ROBBERY - STREET,O,KNIFE,842,SOUTHWESTERN,Shipley Hill,"(39.2876100000, -76.6635500000)",OTHER - OUTSIDE,1
2015,6/28/15,19:45:00,3AK,1200 N FRANKLINTOWN RD,ROBBERY - STREET,O,KNIFE,821,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.2998600000, -76.6707500000)",OTHER - OUTSIDE,1
2015,6/27/15,20:30:00,3K,1300 W PRATT ST,ROBBERY - RESIDENCE,I,,935,SOUTHERN,New Southwest/Mount Clare,"(39.2855400000, -76.6381700000)",ROW/TOWNHOUSE-OCC,1
2015,6/27/15,1:45:00,3AO,4400 PARK HEIGHTS AVE,ROBBERY - STREET,O,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3397200000, -76.6665600000)",STREET,1
2015,6/27/15,1:50:00,3B,300 WATER ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2885600000, -76.6107600000)",STREET,1
2015,6/27/15,3:38:00,3B,100 S REGESTER ST,ROBBERY - STREET,O,,212,SOUTHEASTERN,Upper Fells Point,"(39.2902600000, -76.5925600000)",STREET,1
2015,6/27/15,4:50:00,3AF,400 W LEXINGTON ST,ROBBERY - STREET,I,FIREARM,111,CENTRAL,Downtown,"(39.2913100000, -76.6101000000)",GARAGE ON PRIV. PROP,1
2015,6/27/15,5:00:00,3B,2700 ORLEANS ST,ROBBERY - STREET,O,,221,SOUTHEASTERN,McElderry Park,"(39.2958000000, -76.5788400000)",STREET,1
2015,6/27/15,5:03:00,3CF,2000 N CHARLES ST,ROBBERY - COMMERCIAL,I,FIREARM,514,NORTHERN,Charles North,"(39.3125500000, -76.6166900000)",RETAIL/SMALL BUSINESS,1
2015,6/27/15,9:40:00,3CK,1200 W PRATT ST,ROBBERY - COMMERCIAL,I,KNIFE,932,SOUTHERN,Washington Village/Pigtown,"(39.2856100000, -76.6367500000)",GROCERY/CONFECTION,1
2015,6/27/15,10:40:00,3JO,2800 MILES AVE,ROBBERY - RESIDENCE,I,OTHER,511,NORTHERN,Remington,"(39.3204700000, -76.6233900000)",ROW/TOWNHOUSE-OCC,1
2015,6/27/15,10:40:00,3AF,0 E NORTHERN,ROBBERY - STREET,O,FIREARM,523,NORTHERN,Homeland,"(39.3621300000, -76.6248300000)",PARKING LOT-OUTSIDE,1
2015,6/27/15,11:40:00,3D,1900 N CHARLES ST,ROBBERY - COMMERCIAL,,,141,CENTRAL,Charles North,"(39.3113900000, -76.6166100000)",,1
2015,6/27/15,12:12:00,3CF,1000 W BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,931,WESTERN,Hollins Market,"(39.2887000000, -76.6343900000)",BARBER/BEAUTY SHOP,1
2015,6/27/15,12:12:00,3CF,1000 W BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,931,WESTERN,Hollins Market,"(39.2887000000, -76.6343900000)",BARBER/BEAUTY SHOP,1
2015,6/27/15,12:12:00,3CF,1000 W BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,931,WESTERN,Hollins Market,"(39.2887000000, -76.6343900000)",BARBER/BEAUTY SHOP,1
2015,6/27/15,12:12:00,3CF,1000 W BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,931,WESTERN,Hollins Market,"(39.2887000000, -76.6343900000)",BARBER/BEAUTY SHOP,1
2015,6/27/15,12:12:00,3CF,1000 W BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,931,WESTERN,Hollins Market,"(39.2887000000, -76.6343900000)",BARBER/BEAUTY SHOP,1
2015,6/27/15,16:00:00,3AF,2900 SHIRLEY AVENUE,ROBBERY - STREET,O,FIREARM,426,NORTHWESTERN,Towanda-Grantley,"(39.3335800000, -76.6646800000)",STREET,1
2015,6/27/15,18:29:00,3B,7000 PARK HEIGHTS AVE,ROBBERY - STREET,O,,631,NORTHWESTERN,Fallstaff,"(39.3660100000, -76.7043300000)",OTHER - OUTSIDE,1
2015,6/26/15,11:30:00,3CF,4700 GARRISON BLVD,ROBBERY - COMMERCIAL,I,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3401300000, -76.6839800000)",OTHER - INSIDE,1
2015,6/26/15,11:30:00,3CF,4700 GARRISON BLVD,ROBBERY - COMMERCIAL,I,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3401300000, -76.6839800000)",OTHER - INSIDE,1
2015,6/26/15,11:30:00,3CF,4700 GARRISON BLVD,ROBBERY - COMMERCIAL,I,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3401300000, -76.6839800000)",OTHER - INSIDE,1
2015,6/26/15,1:00:00,3GF,4500 FALLS RD,ROBBERY - COMMERCIAL,I,FIREARM,541,NORTHERN,Roland Park,"(39.3442600000, -76.6405100000)",RETAIL/SMALL BUSINESS,1
2015,6/26/15,13:00:00,3AF,3700 E NORTHERN PKWY,ROBBERY - STREET,O,FIREARM,424,NORTHEASTERN,Overlea,"(39.3581600000, -76.5362700000)",STREET,1
2015,6/26/15,13:30:00,3AF,4100 WABASH AVE,ROBBERY - STREET,O,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3327600000, -76.6666600000)",STREET,1
2015,6/26/15,15:24:00,3GF,500 N CHARLES ST,ROBBERY - COMMERCIAL,I,FIREARM,142,CENTRAL,Mount Vernon,"(39.2958300000, -76.6155100000)",CONVENIENCE STORE,1
2015,6/26/15,17:02:00,3B,900 N CAROLINE ST,ROBBERY - STREET,O,,313,EASTERN,Gay Street,"(39.3009700000, -76.5977400000)",STREET,1
2015,6/26/15,23:00:00,3JO,100 N FREMONT AVE,ROBBERY - RESIDENCE,I,OTHER,122,WESTERN,Poppleton,"(39.2902900000, -76.6296000000)",ROW/TOWNHOUSE-OCC,1
2015,6/26/15,23:36:00,3AF,100 S WASHINGTON ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2904900000, -76.5891200000)",STREET,1
2015,6/26/15,23:36:00,3AF,100 S WASHINGTON ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2904900000, -76.5891200000)",STREET,1
2015,6/26/15,23:58:00,3AF,300 S POPPLETON ST,ROBBERY - STREET,O,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2846800000, -76.6319300000)",STREET,1
2015,6/25/15,2:39:00,3GF,5400 RADECKE AVE,ROBBERY - COMMERCIAL,I,FIREARM,444,NORTHEASTERN,Frankford,"(39.3291900000, -76.5415400000)",CONVENIENCE STORE,1
2015,6/25/15,6:40:00,3K,2900 W COLD SPRING LN,ROBBERY - RESIDENCE,I,,613,NORTHWESTERN,Towanda-Grantley,"(39.3380300000, -76.6702400000)",APT/CONDO - OCCUPIED,1
2015,6/25/15,9:05:00,3AF,6800 HAMLET AVE,ROBBERY - STREET,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3671400000, -76.5588400000)",STREET,1
2015,6/25/15,9:30:00,3D,200 N EUTAW ST,ROBBERY - COMMERCIAL,I,,111,CENTRAL,Downtown,"(39.2918800000, -76.6210500000)",BARBER/BEAUTY SHOP,1
2015,6/25/15,0:37:00,3AF,200 WILSON ALY,ROBBERY - STREET,O,FIREARM,111,CENTRAL,Downtown,"(39.2946100000, -76.6183500000)",STREET,1
2015,6/25/15,0:37:00,3AF,200 WILSON ALY,ROBBERY - STREET,O,FIREARM,111,CENTRAL,Downtown,"(39.2946100000, -76.6183500000)",STREET,1
2015,6/25/15,0:41:00,3AO,300 ROBERT ST,ROBBERY - STREET,O,OTHER,132,CENTRAL,Bolton Hill,"(39.3089900000, -76.6313400000)",STREET,1
2015,6/25/15,1:00:00,3AF,7000 MCCLEAN BLVD,ROBBERY - STREET,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3710600000, -76.5670400000)",STREET,1
2015,6/25/15,1:00:00,3K,0 W NORTH AVE,ROBBERY - RESIDENCE,I,,733,WESTERN,Sandtown-Winchester,"(39.3099900000, -76.6443000000)",ROW/TOWNHOUSE-OCC,1
2015,6/25/15,1:00:00,3AF,7000 MCCLEAN BLVD,ROBBERY - STREET,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3710600000, -76.5670400000)",STREET,1
2015,6/25/15,1:38:00,3AF,1200 ARGONNE DR,ROBBERY - STREET,O,FIREARM,413,NORTHEASTERN,Original Northwood,"(39.3391700000, -76.5973600000)",STREET,1
2015,6/25/15,11:36:00,3K,700 N FREMONT AVE,ROBBERY - RESIDENCE,I,,123,WESTERN,Upton,"(39.2976000000, -76.6336100000)",ROW/TOWNHOUSE-OCC,1
2015,6/25/15,13:04:00,3CF,2500 BELAIR RD,ROBBERY - COMMERCIAL,I,FIREARM,434,NORTHEASTERN,Belair-Edison,"(39.3179300000, -76.5778700000)",OTHER - INSIDE,1
2015,6/25/15,13:45:00,3CF,2100 N FULTON AVE,ROBBERY - COMMERCIAL,I,FIREARM,731,WESTERN,Mondawmin,"(39.3121100000, -76.6466700000)",BARBER/BEAUTY SHOP,1
2015,6/25/15,13:45:00,3CF,2100 N FULTON AVE,ROBBERY - COMMERCIAL,,FIREARM,731,WESTERN,Mondawmin,"(39.3121100000, -76.6466700000)",,1
2015,6/25/15,13:45:00,3CF,2100 N FULTON AVE,ROBBERY - COMMERCIAL,,FIREARM,731,WESTERN,Mondawmin,"(39.3121100000, -76.6466700000)",,1
2015,6/25/15,14:10:00,3CF,3200 E BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2924100000, -76.5722900000)",OTHER - INSIDE,1
2015,6/25/15,21:04:00,3AF,1800 PARK AVE,ROBBERY - STREET,O,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3115000000, -76.6280700000)",STREET,1
2015,6/25/15,21:04:00,3AF,1800 PARK AVE,ROBBERY - STREET,O,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3115000000, -76.6280700000)",STREET,1
2015,6/25/15,22:00:00,3K,3700 PENNINGTON AVE,ROBBERY - RESIDENCE,I,,911,SOUTHERN,Curtis Bay,"(39.2311000000, -76.5890300000)",ROW/TOWNHOUSE-OCC,1
2015,6/25/15,23:35:00,3AF,3100 INDEPENDENCE ST,ROBBERY - STREET,O,FIREARM,513,NORTHERN,Better Waverly,"(39.3244800000, -76.6033200000)",STREET,1
2015,6/24/15,1:06:00,3AJF,3000 GARRISON BLVD,ROBBERY - CARJACKING,O,FIREARM,642,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3223500000, -76.6800900000)",STREET,1
2015,6/24/15,2:07:00,3GF,500 N CHARLES ST,ROBBERY - COMMERCIAL,I,FIREARM,142,CENTRAL,Mount Vernon,"(39.2958300000, -76.6155100000)",CONVENIENCE STORE,1
2015,6/24/15,5:05:00,3CF,5400 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3471600000, -76.6894400000)",CONVENIENCE STORE,1
2015,6/24/15,12:40:00,3CK,2500 N CHARLES ST,ROBBERY - COMMERCIAL,I,KNIFE,512,NORTHERN,Charles Village,"(39.3181900000, -76.6170600000)",DRUG STORE / MED  BLDG,1
2015,6/24/15,15:00:00,3JO,600 N WOLFE ST,ROBBERY - RESIDENCE,I,OTHER,321,EASTERN,Dunbar-Broadway,"(39.2975800000, -76.5908700000)",ROW/TOWNHOUSE-OCC,1
2015,6/24/15,15:17:00,3B,300 LIGHT ST,ROBBERY - STREET,O,,112,CENTRAL,Inner Harbor,"(39.2850000000, -76.6130900000)",INNER HARBOR-W-LIGHT,1
2015,6/24/15,17:12:00,3CF,500 S PULASKI ST,ROBBERY - COMMERCIAL,I,FIREARM,934,SOUTHWESTERN,Carrollton Ridge,"(39.2807600000, -76.6488700000)",CONVENIENCE STORE,1
2015,6/24/15,17:30:00,3AK,3200 CHELSEA TRL,ROBBERY - STREET,O,KNIFE,642,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3238200000, -76.6833300000)",STREET,1
